code,currency,date,fund_name,nav_per_unit,repurchase_price,sale_price,source,status,total_nav,units
001,TZS,2026-01-15,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,100812284943.0,100812284943.0
001,TZS,2026-01-14,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,100661583907.0,100661583907.0
001,TZS,2026-01-13,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,100592863454.0,100592863454.0
001,TZS,2026-01-12,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,100229859641.0,100229859641.0
001,TZS,2026-01-11,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,100229859641.0,100229859641.0
001,TZS,2026-01-10,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,100229859641.0,100229859641.0
001,TZS,2026-01-09,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,100229859641.0,100229859641.0
001,TZS,2026-01-08,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,99997703125.0,99997703125.0
001,TZS,2026-01-07,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,99904123960.0,99904123960.0
001,TZS,2026-01-06,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,99827120271.0,99827120271.0
001,TZS,2026-01-05,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,99608448450.0,99608448450.0
001,TZS,2026-01-04,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,98754928999.0,98754928999.0
001,TZS,2026-01-03,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,98754928999.0,98754928999.0
001,TZS,2026-01-02,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,98754928999.0,98754928999.0
001,TZS,2026-01-01,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,98060062047.0,98060062047.0
001,TZS,2025-12-31,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,98060062047.0,98060062047.0
001,TZS,2025-12-30,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,96916895764.0,96916895764.0
001,TZS,2025-12-29,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,96512019097.0,96512019097.0
001,TZS,2025-12-28,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,94083237329.0,94083237329.0
001,TZS,2025-12-27,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,94083237329.0,94083237329.0
001,TZS,2025-12-26,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,94083237329.0,94083237329.0
001,TZS,2025-12-25,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,94083237329.0,94083237329.0
001,TZS,2025-12-24,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,94083237329.0,94083237329.0
001,TZS,2025-12-23,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,93268008753.0,93268008753.0
001,TZS,2025-12-22,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,92454081417.0,92454081417.0
001,TZS,2025-12-21,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,90692410777.0,90692410777.0
001,TZS,2025-12-20,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,90692410777.0,90692410777.0
001,TZS,2025-12-19,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,90692410777.0,90692410777.0
001,TZS,2025-12-18,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,90282389732.0,90282389732.0
001,TZS,2025-12-17,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,89864613082.0,89864613082.0
001,TZS,2025-12-16,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,89282725789.0,89282725789.0
001,TZS,2025-12-15,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,88861828405.0,88861828405.0
001,TZS,2025-12-14,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,87695901588.0,87695901588.0
001,TZS,2025-12-13,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,87695901588.0,87695901588.0
001,TZS,2025-12-12,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,87695901588.0,87695901588.0
001,TZS,2025-12-11,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,87066712371.0,87066712371.0
001,TZS,2025-12-10,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,86381055711.0,86381055711.0
001,TZS,2025-12-09,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,84990920944.0,84990920944.0
001,TZS,2025-12-08,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,84990920944.0,84990920944.0
001,TZS,2025-12-07,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,83163206036.0,83163206036.0
001,TZS,2025-12-06,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,83163206036.0,83163206036.0
001,TZS,2025-12-05,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,83163206036.0,83163206036.0
001,TZS,2025-12-04,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,82441361482.0,82441361482.0
001,TZS,2025-12-03,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,81717015037.0,81717015037.0
001,TZS,2025-12-02,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,80720236324.0,80720236324.0
001,TZS,2025-12-01,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,80834634066.0,80834634066.0
001,TZS,2025-11-30,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,78644632979.0,78644632979.0
001,TZS,2025-11-29,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,77965371753.0,77965371753.0
001,TZS,2025-11-28,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,77965371753.0,77965371753.0
001,TZS,2025-11-27,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,77600079190.0,77600079190.0
001,TZS,2025-11-26,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,77323438251.0,77323438251.0
001,TZS,2025-11-25,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,76778376053.0,76778376053.0
001,TZS,2025-11-24,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,76478532895.0,76478532895.0
001,TZS,2025-11-23,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,75964733956.0,75964733956.0
001,TZS,2025-11-22,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,75964733956.0,75964733956.0
001,TZS,2025-11-21,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,75964733956.0,75964733956.0
001,TZS,2025-11-20,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,75738440012.0,75738440012.0
001,TZS,2025-11-19,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,75260180466.0,75260180466.0
001,TZS,2025-11-18,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,75003344517.0,75003344517.0
001,TZS,2025-11-17,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,74734396870.0,74734396870.0
001,TZS,2025-11-16,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,74110998623.0,74110998623.0
001,TZS,2025-11-15,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,74110998623.0,74110998623.0
001,TZS,2025-11-14,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,74110998623.0,74110998623.0
001,TZS,2025-11-13,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,73879703742.0,73879703742.0
001,TZS,2025-11-12,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,73722643057.0,73722643057.0
001,TZS,2025-11-11,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,73371528330.0,73371528330.0
001,TZS,2025-11-10,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,73090530028.0,73090530028.0
001,TZS,2025-11-09,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,72035104065.0,72035104065.0
001,TZS,2025-11-08,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,72035104065.0,72035104065.0
001,TZS,2025-11-07,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,72035104065.0,72035104065.0
001,TZS,2025-11-06,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,70755224120.0,70755224120.0
001,TZS,2025-11-05,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,70211971529.0,70211971529.0
001,TZS,2025-11-04,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,69942288711.0,69942288711.0
001,TZS,2025-11-03,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,70221184954.0,70221184954.0
001,TZS,2025-11-02,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,69687685370.0,69687685370.0
001,TZS,2025-11-01,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,69687685370.0,69687685370.0
001,TZS,2025-10-31,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,69687685370.0,69687685370.0
001,TZS,2025-10-30,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,69060080678.0,69060080678.0
001,TZS,2025-10-29,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,68536653200.0,68536653200.0
001,TZS,2025-10-28,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,68536653200.0,68536653200.0
001,TZS,2025-10-27,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,68326104886.0,68326104886.0
001,TZS,2025-10-26,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,66943975622.0,66943975622.0
001,TZS,2025-10-25,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,66943975622.0,66943975622.0
001,TZS,2025-10-24,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,66943975622.0,66943975622.0
001,TZS,2025-10-23,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,66471585135.0,66471585135.0
001,TZS,2025-10-22,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,66227974921.0,66227974921.0
001,TZS,2025-10-21,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,65908409613.0,65908409613.0
001,TZS,2025-10-20,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,65724598456.0,65724598456.0
001,TZS,2025-10-19,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,65348472558.0,65348472558.0
001,TZS,2025-10-18,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,65348472558.0,65348472558.0
001,TZS,2025-10-17,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,65348472558.0,65348472558.0
001,TZS,2025-10-16,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,65162396601.0,65162396601.0
001,TZS,2025-10-15,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,64918620509.0,64918620509.0
001,TZS,2025-10-14,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,64588250626.0,64588250626.0
001,TZS,2025-10-13,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,64588250626.0,64588250626.0
001,TZS,2025-10-12,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,63598974161.0,63598974161.0
001,TZS,2025-10-11,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,63598974161.0,63598974161.0
001,TZS,2025-10-10,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,63598974161.0,63598974161.0
001,TZS,2025-10-09,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,63161633050.0,63161633050.0
001,TZS,2025-10-08,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,62772770943.0,62772770943.0
001,TZS,2025-10-07,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,62363280698.0,62363280698.0
001,TZS,2025-10-06,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,62026241010.0,62026241010.0
001,TZS,2025-10-05,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,60846783902.0,60846783902.0
001,TZS,2025-10-04,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,60846783902.0,60846783902.0
001,TZS,2025-10-03,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,60846783902.0,60846783902.0
001,TZS,2025-10-02,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,59966140227.0,59966140227.0
001,TZS,2025-10-01,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,59513168191.0,59513168191.0
001,TZS,2025-09-30,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,58946370101.0,58946370101.0
001,TZS,2025-09-29,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,58055793956.0,58055793956.0
001,TZS,2025-09-28,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,57164562968.0,57164562968.0
001,TZS,2025-09-27,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,57164562968.0,57164562968.0
001,TZS,2025-09-26,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,57164562968.0,57164562968.0
001,TZS,2025-09-25,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,56673158971.0,56673158971.0
001,TZS,2025-09-24,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,56183666104.0,56183666104.0
001,TZS,2025-09-23,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,55807247552.0,55807247552.0
001,TZS,2025-09-22,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,55539827452.0,55539827452.0
001,TZS,2025-09-21,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,55001495596.0,55001495596.0
001,TZS,2025-09-20,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,55001495596.0,55001495596.0
001,TZS,2025-09-19,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,55001495596.0,55001495596.0
001,TZS,2025-09-18,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,54754350832.0,54754350832.0
001,TZS,2025-09-17,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,54505270197.0,54505270197.0
001,TZS,2025-09-16,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,54206700696.0,54206700696.0
001,TZS,2025-09-15,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,54017371276.0,54017371276.0
001,TZS,2025-09-14,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,53396157239.0,53396157239.0
001,TZS,2025-09-13,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,53396157239.0,53396157239.0
001,TZS,2025-09-12,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,53396157239.0,53396157239.0
001,TZS,2025-09-11,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,52969933324.0,52969933324.0
001,TZS,2025-09-10,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,52641813497.0,52641813497.0
001,TZS,2025-09-09,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,52386016659.0,52386016659.0
001,TZS,2025-09-08,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,52275827706.0,52275827706.0
001,TZS,2025-09-07,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,51457309199.0,51457309199.0
001,TZS,2025-09-06,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,51457309199.0,51457309199.0
001,TZS,2025-09-05,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,51457309199.0,51457309199.0
001,TZS,2025-09-04,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,51457309199.0,51457309199.0
001,TZS,2025-09-03,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,51064186216.0,51064186216.0
001,TZS,2025-09-02,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,50360426608.0,50360426608.0
001,TZS,2025-09-01,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,50200673082.0,50200673082.0
001,TZS,2025-08-31,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,49476887836.0,49476887836.0
001,TZS,2025-08-30,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,49003932721.0,49003932721.0
001,TZS,2025-08-29,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,49003932721.0,49003932721.0
001,TZS,2025-08-28,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,48733036775.0,48733036775.0
001,TZS,2025-08-27,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,48572616783.0,48572616783.0
001,TZS,2025-08-26,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,48190982089.0,48190982089.0
001,TZS,2025-08-25,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,47758289477.0,47758289477.0
001,TZS,2025-08-24,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,46962022030.0,46962022030.0
001,TZS,2025-08-23,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,46962022030.0,46962022030.0
001,TZS,2025-08-22,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,46962022030.0,46962022030.0
001,TZS,2025-08-21,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,46457474832.0,46457474832.0
001,TZS,2025-08-20,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,46307898409.0,46307898409.0
001,TZS,2025-08-19,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,45973172841.0,45973172841.0
001,TZS,2025-08-18,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,45709335823.0,45709335823.0
001,TZS,2025-08-17,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,45085521618.0,45085521618.0
001,TZS,2025-08-16,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,45085521618.0,45085521618.0
001,TZS,2025-08-15,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,45085521618.0,45085521618.0
001,TZS,2025-08-14,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,44911200060.0,44911200060.0
001,TZS,2025-08-13,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,44747112300.0,44747112300.0
001,TZS,2025-08-12,SanlamAllianz Pesa Money Market Fund,1.0,1.0,1.0,sanlam-pesa,extracted,44439915667.0,44439915667.0
