date,fund_name,nav_per_unit,repurchase_price,sale_price,source,status,total_nav,units
2025-10-08,Zansec Bond Fund,116.669,116.669,116.669,zansec,extracted,20321462164.68,174180477.8
2025-10-07,Zansec Bond Fund,116.63,116.63,116.63,zansec,extracted,20315825345.95,174190391.37
2025-10-07,,116.63,116.63,116.63,zansec,extracted,20315825345.95,174190391.37
2025-10-07,Zansec Bond Fund,116.63,116.63,116.63,zansec,extracted,20315825345.95,174190391.37
2025-10-07,Zansec Bond Fund,116.63,116.63,116.63,zansec,extracted,20315825345.95,174190391.37
2025-10-06,Zansec Bond Fund,116.5951,116.5951,116.5951,zansec,extracted,20321489600.45,174291111.72
2025-10-06,,116.5951,116.5951,116.5951,zansec,extracted,20321489600.45,174291111.72
2025-10-06,Zansec Bond Fund,116.5951,116.5951,116.5951,zansec,extracted,20321489600.45,174291111.72
2025-10-06,Zansec Bond Fund,116.5951,116.5951,116.5951,zansec,extracted,20321489600.45,174291111.72
2025-10-02,Zansec Bond Fund,116.4471,116.4471,116.4471,zansec,extracted,20326605973.51,174556566.66
2025-10-02,,116.4471,116.4471,116.4471,zansec,extracted,20326605973.51,174556566.66
2025-10-02,Zansec Bond Fund,116.4471,116.4471,116.4471,zansec,extracted,20326605973.51,174556566.66
2025-10-02,Zansec Bond Fund,116.4471,116.4471,116.4471,zansec,extracted,20326605973.51,174556566.66
2025-10-01,Zansec Bond Fund,116.4101,116.4101,116.4101,zansec,extracted,20057717677.8,172302211.56
2025-10-01,,116.4101,116.4101,116.4101,zansec,extracted,20057717677.8,172302211.56
2025-10-01,Zansec Bond Fund,116.4101,116.4101,116.4101,zansec,extracted,20057717677.8,172302211.56
2025-10-01,Zansec Bond Fund,116.4101,116.4101,116.4101,zansec,extracted,20057717677.8,172302211.56
2025-09-30,Zansec Bond Fund,116.3332,116.3332,116.3332,zansec,extracted,20014947568.69,172048457.09
2025-09-30,,116.3332,116.3332,116.3332,zansec,extracted,20014947568.69,172048457.09
2025-09-30,Zansec Bond Fund,116.3332,116.3332,116.3332,zansec,extracted,20014947568.69,172048457.09
2025-09-30,Zansec Bond Fund,116.3332,116.3332,116.3332,zansec,extracted,20014947568.69,172048457.09
2025-09-29,Zansec Bond Fund,116.296,116.296,116.296,zansec,extracted,20007787590.71,172041923.98
2025-09-29,,116.296,116.296,116.296,zansec,extracted,20007787590.71,172041923.98
2025-09-29,Zansec Bond Fund,116.296,116.296,116.296,zansec,extracted,20007787590.71,172041923.98
2025-09-29,Zansec Bond Fund,116.296,116.296,116.296,zansec,extracted,20007787590.71,172041923.98
2025-09-26,Zansec Bond Fund,116.185,116.185,116.185,zansec,extracted,19886648156.02,171163645.53
2025-09-26,,116.185,116.185,116.185,zansec,extracted,19886648156.02,171163645.53
2025-09-26,Zansec Bond Fund,116.185,116.185,116.185,zansec,extracted,19886648156.02,171163645.53
2025-09-26,Zansec Bond Fund,116.185,116.185,116.185,zansec,extracted,19886648156.02,171163645.53
2025-09-25,Zansec Bond Fund,116.1482,116.1482,116.1482,zansec,extracted,19846425970.32,170871575.89
2025-09-25,,116.1482,116.1482,116.1482,zansec,extracted,19846425970.32,170871575.89
2025-09-25,Zansec Bond Fund,116.1482,116.1482,116.1482,zansec,extracted,19846425970.32,170871575.89
2025-09-25,Zansec Bond Fund,116.1482,116.1482,116.1482,zansec,extracted,19846425970.32,170871575.89
2025-09-24,Zansec Bond Fund,116.111,116.111,116.111,zansec,extracted,19786803567.47,170412825.38
2025-09-24,,116.111,116.111,116.111,zansec,extracted,19786803567.47,170412825.38
2025-09-24,Zansec Bond Fund,116.111,116.111,116.111,zansec,extracted,19786803567.47,170412825.38
2025-09-24,Zansec Bond Fund,116.111,116.111,116.111,zansec,extracted,19786803567.47,170412825.38
2025-09-23,Zansec Bond Fund,116.0742,116.0742,116.0742,zansec,extracted,19779286502.24,170402091.96
2025-09-23,,116.0742,116.0742,116.0742,zansec,extracted,19779286502.24,170402091.96
2025-09-23,Zansec Bond Fund,116.0742,116.0742,116.0742,zansec,extracted,19779286502.24,170402091.96
