source,date,nav_per_unit,sale_price,repurchase_price,total_nav,units,status
zansec,2024-10-17,103.23,103.23,103.23,11219476379.86,108684262.13,extracted
zansec,2024-10-16,103.18,103.18,103.18,11208872136.82,108634155.23,extracted
zansec,2024-10-15,103.14,103.14,103.14,11202874174.6,108618132.38,extracted
zansec,2024-10-11,102.98,102.98,102.98,11139636546.54,108172815.56,extracted
zansec,2024-10-10,102.94,102.94,102.94,11120634525.44,108030255.74,extracted
zansec,2024-10-09,102.9,102.9,102.9,11116313315.21,108030255.74,extracted
zansec,2024-10-08,102.86,102.86,102.86,11111992104.98,108030255.74,extracted
zansec,2024-10-07,102.82,102.82,102.82,11109922165.82,108052151.0,extracted
zansec,2024-10-04,102.69,102.69,102.69,11079528024.74,107892959.63,extracted
zansec,2024-10-03,102.65,102.65,102.65,11075212306.36,107892959.63,extracted
zansec,2024-10-02,102.61,102.61,102.61,11070506400.76,107889157.01,extracted
zansec,2024-10-01,102.57,102.57,102.57,11065499577.48,107882417.64,extracted
zansec,2024-09-30,102.53,102.53,102.53,11055461647.08,107826603.4,extracted
zansec,2024-09-27,102.41,102.41,102.41,11037130257.31,107773950.37,extracted
zansec,2024-09-26,102.37,102.37,102.37,11030582899.3,107752104.13,extracted
zansec,2024-09-25,102.33,102.33,102.33,10987814097.57,107376273.8,extracted
zansec,2024-09-24,102.29,102.29,102.29,10983408700.16,107375195.04,extracted
zansec,2024-09-23,102.17,102.17,102.17,10970523676.76,107375195.04,extracted
zansec,2024-09-20,102.12,102.12,102.12,10964842697.0,107372137.65,extracted
zansec,2024-09-19,102.08,102.08,102.08,10959547811.5,107362341.41,extracted
zansec,2024-09-18,102.04,102.04,102.04,10954482630.5,107354788.62,extracted
zansec,2024-09-17,102.0,102.0,102.0,10940288438.96,107257729.79,extracted
zansec,2024-09-13,101.84,101.84,101.84,10923107170.72,107257533.1,extracted
zansec,2024-09-12,101.8,101.8,101.8,10872951869.39,106806992.82,extracted
zansec,2024-09-11,101.76,101.76,101.76,10850503589.68,106628376.47,extracted
zansec,2024-09-10,101.72,101.72,101.72,10845515157.02,106621265.8,extracted
zansec,2024-09-09,101.68,101.68,101.68,10840480306.39,106613693.02,extracted
zansec,2024-09-06,101.56,101.56,101.56,10825564103.22,106592793.45,extracted
zansec,2024-09-05,101.52,101.52,101.52,10811200391.48,106493305.67,extracted
zansec,2024-09-04,101.48,101.48,101.48,10805433739.25,106478456.24,extracted
zansec,2024-09-03,101.44,101.44,101.44,10800973201.0,106476470.83,extracted
zansec,2024-09-02,101.4,101.4,101.4,10795464110.55,106464143.1,extracted
zansec,2024-08-30,101.28,101.28,101.28,10781938413.38,106456737.89,extracted
zansec,2024-08-29,101.24,101.24,101.24,10775328463.4,106433509.12,extracted
zansec,2024-08-28,101.2,101.2,101.2,10769124667.96,106414275.38,extracted
zansec,2024-08-27,101.16,101.16,101.16,10764473258.99,106410372.27,extracted
zansec,2024-08-26,101.12,101.12,101.12,10751826250.04,106327395.67,extracted
zansec,2024-08-23,101.0,101.0,101.0,10737892284.19,106315765.19,extracted
zansec,2024-08-22,100.96,100.96,100.96,10720995446.54,106190525.42,extracted
zansec,2024-08-21,100.91,100.91,100.91,10715685920.27,106190525.42,extracted
zansec,2024-08-20,100.87,100.87,100.87,10711050045.63,106186676.37,extracted
zansec,2024-08-19,100.83,100.83,100.83,10706802578.58,106186676.37,extracted
zansec,2024-08-16,100.71,100.71,100.71,10667761702.75,105925545.65,extracted
zansec,2024-08-15,100.67,100.67,100.67,10663524680.93,105925545.65,extracted
zansec,2024-08-14,100.63,100.63,100.63,10647061887.6,105804053.34,extracted
zansec,2024-08-13,100.59,100.59,100.59,10642829725.47,105804053.34,extracted
zansec,2024-08-12,100.55,100.55,100.55,10632557456.46,105743982.66,extracted
zansec,2024-08-09,100.44,100.44,100.44,10616473678.05,105699658.28,extracted
zansec,2024-08-07,100.36,100.36,100.36,10607767255.71,105697162.77,extracted
zansec,2024-08-06,100.32,100.32,100.32,10602878803.23,105690578.18,extracted
zansec,2024-08-05,100.28,100.28,100.28,10591988358.08,105624136.0,extracted
zansec,2024-08-02,100.0767,100.0767,100.0767,10570514971.23,105624136.0,extracted
zansec,2024-08-01,100.0767,100.0767,100.0767,10570514971.23,105624136.0,extracted
zansec,2024-07-31,100.0767,100.0767,100.0767,10570514971.23,105624136.0,extracted
zansec,2024-07-30,100.0,100.0,100.0,10556993600.0,105569936.0,extracted
zansec,2024-07-29,100.0,100.0,100.0,10556993600.0,105569936.0,extracted
zansec,2024-07-26,100.0,100.0,100.0,10550793600.0,105507936.0,extracted
zansec,2024-07-25,100.0,100.0,100.0,10550793600.0,105507936.0,extracted
zansec,2024-07-24,100.0,100.0,100.0,10520608600.0,105206086.0,extracted
zansec,2024-07-23,100.0,100.0,100.0,10520608600.0,105206086.0,extracted
zansec,2024-07-22,100.0,100.0,100.0,10520608600.0,105206086.0,extracted
zansec,2024-07-19,100.0,100.0,100.0,10514658600.0,105146586.0,extracted
zansec,2024-07-18,100.0,100.0,100.0,10514658600.0,105146586.0,extracted
zansec,2024-07-17,100.0,100.0,100.0,10516043600.0,105160436.0,extracted
zansec,2024-07-16,100.0,100.0,100.0,10516043600.0,105160436.0,extracted
zansec,2024-07-15,100.0,100.0,100.0,10516043600.0,105160436.0,extracted
