source,fund_name,date,nav_per_unit,sale_price,repurchase_price,total_nav,units,status
utt-amis,Umoja Fund,2022-11-04,856.9177,856.9177,848.3485,295596944160.438,344953730.7,extracted
utt-amis,Wekeza Maisha Fund,2022-11-04,732.146,732.146,717.503,5811295749.9648,7937345.971,extracted
utt-amis,Watoto Fund,2022-11-04,540.0396,540.0396,534.6392,7848205522.1258,14532647.37,extracted
utt-amis,Jikimu Fund,2022-11-04,156.671,156.671,153.5376,18560071166.9242,118465244.2,extracted
utt-amis,Liquid Fund,2022-11-04,336.5221,336.5221,336.5221,537277029416.808,1596557714.0,extracted
utt-amis,Bond Fund,2022-11-04,113.755,113.755,113.755,291605948511.636,2563455769.0,extracted
utt-amis,Umoja Fund,2022-11-03,856.7953,856.7953,848.2273,295700573686.998,345123944.8,extracted
utt-amis,Wekeza Maisha Fund,2022-11-03,731.987,731.987,717.3472,5803172200.3571,7927971.965,extracted
utt-amis,Watoto Fund,2022-11-03,539.9233,539.9233,534.5241,7794503299.6061,14436314.82,extracted
utt-amis,Jikimu Fund,2022-11-03,156.6378,156.6378,153.5051,18616494650.7097,118850577.1,extracted
utt-amis,Liquid Fund,2022-11-03,336.4281,336.4281,336.4281,535867343612.256,1592813784.0,extracted
utt-amis,Bond Fund,2022-11-03,113.7237,113.7237,113.7237,288737465694.555,2538939455.0,extracted
utt-amis,Umoja Fund,2022-11-02,856.7078,856.7078,848.1407,295659404959.124,345111145.8,extracted
utt-amis,Wekeza Maisha Fund,2022-11-02,732.3131,732.3131,717.6668,5802690689.7444,7923784.302,extracted
utt-amis,Watoto Fund,2022-11-02,540.0134,540.0134,534.6133,7793012661.6161,14431146.65,extracted
utt-amis,Jikimu Fund,2022-11-02,156.6674,156.6674,153.534,18617670026.0185,118835672.9,extracted
utt-amis,Liquid Fund,2022-11-02,336.334,336.334,336.334,530721421176.644,1577959248.0,extracted
utt-amis,Bond Fund,2022-11-02,113.6924,113.6924,113.6924,288107319326.987,2534094530.0,extracted
utt-amis,Umoja Fund,2022-11-01,857.5513,857.5513,848.9758,295941065239.796,345100111.0,extracted
utt-amis,Wekeza Maisha Fund,2022-11-01,734.0731,734.0731,719.3916,5813151571.7953,7919036.819,extracted
utt-amis,Watoto Fund,2022-11-01,540.9035,540.9035,535.4944,7795920452.3501,14412776.23,extracted
utt-amis,Jikimu Fund,2022-11-01,156.9649,156.9649,153.8256,18650988222.2025,118822644.5,extracted
utt-amis,Liquid Fund,2022-11-01,336.2392,336.2392,336.2392,529218634926.704,1573934940.0,extracted
utt-amis,Bond Fund,2022-11-01,113.6621,113.6621,113.6621,287696318098.991,2531154073.0,extracted
utt-amis,Umoja Fund,2022-10-31,857.8838,857.8838,849.305,296047718965.342,345090697.0,extracted
utt-amis,Wekeza Maisha Fund,2022-10-31,734.1171,734.1171,719.4347,5799733659.326,7900284.604,extracted
utt-amis,Watoto Fund,2022-10-31,541.0209,541.0209,535.6107,7814757019.3271,14444464.58,extracted
utt-amis,Jikimu Fund,2022-10-31,157.0322,157.0322,153.8915,18703049317.0588,119103297.9,extracted
utt-amis,Liquid Fund,2022-10-31,336.1445,336.1445,336.1445,526780863473.417,1567126279.0,extracted
utt-amis,Bond Fund,2022-10-31,114.6308,114.6308,114.6308,289171880767.55,2522635762.0,extracted
utt-amis,Umoja Fund,2022-10-28,858.0356,858.0356,849.4553,296063347687.677,345047841.3,extracted
utt-amis,Wekeza Maisha Fund,2022-10-28,733.8106,733.8106,719.1344,5791038370.0445,7891733.928,extracted
utt-amis,Watoto Fund,2022-10-28,541.019,541.019,535.6088,7791423644.1611,14401386.26,extracted
utt-amis,Jikimu Fund,2022-10-28,157.051,157.051,153.9099,18697628956.5852,119054533.7,extracted
utt-amis,Liquid Fund,2022-10-28,335.8602,335.8602,335.8602,525524519453.385,1564712113.0,extracted
utt-amis,Bond Fund,2022-10-28,114.5372,114.5372,114.5372,288530960312.059,2519102939.0,extracted
utt-amis,Umoja Fund,2022-10-27,857.9135,857.9135,849.3343,296009809458.905,345034580.1,extracted
utt-amis,Wekeza Maisha Fund,2022-10-27,733.6531,733.6531,718.98,5771471713.9154,7866758.926,extracted
utt-amis,Watoto Fund,2022-10-27,540.9137,540.9137,535.5046,7755390130.5816,14337573.86,extracted
utt-amis,Jikimu Fund,2022-10-27,157.0188,157.0188,153.8784,18690862490.0529,119035848.0,extracted
utt-amis,Liquid Fund,2022-10-27,335.7654,335.7654,335.7654,524726261889.628,1562776463.0,extracted
utt-amis,Bond Fund,2022-10-27,114.5061,114.5061,114.5061,287806503459.916,2513460867.0,extracted
utt-amis,Umoja Fund,2022-10-26,858.8778,858.8778,850.289,296396805319.61,345097760.8,extracted
utt-amis,Wekeza Maisha Fund,2022-10-26,735.6683,735.6683,720.9549,5771774802.6559,7845621.606,extracted
utt-amis,Watoto Fund,2022-10-26,536.9517,536.9517,531.5822,7363125363.2639,13712825.01,extracted
utt-amis,Jikimu Fund,2022-10-26,155.7036,155.7036,152.5895,18549261081.3461,119131873.3,extracted
utt-amis,Liquid Fund,2022-10-26,335.671,335.671,335.671,524578919373.429,1562777119.0,extracted
utt-amis,Bond Fund,2022-10-26,114.3237,114.3237,114.3237,287194249601.373,2512114396.0,extracted
utt-amis,Umoja Fund,2022-10-25,858.6806,858.6806,850.0938,296309671543.78,345075555.6,extracted
utt-amis,Wekeza Maisha Fund,2022-10-25,735.5095,735.5095,720.7993,5768104380.9171,7842325.017,extracted
utt-amis,Watoto Fund,2022-10-25,536.8493,536.8493,531.4808,6684652515.685,12451636.9,extracted
utt-amis,Jikimu Fund,2022-10-25,155.6703,155.6703,152.5568,18542475077.4842,119113800.0,extracted
utt-amis,Liquid Fund,2022-10-25,335.576,335.576,335.576,523521067774.413,1560067044.0,extracted
utt-amis,Bond Fund,2022-10-25,114.2924,114.2924,114.2924,287085907950.538,2511855246.0,extracted
utt-amis,Umoja Fund,2022-10-24,858.7628,858.7628,850.1752,296295578098.162,345026101.0,extracted
utt-amis,Wekeza Maisha Fund,2022-10-24,735.3508,735.3508,720.6438,5742693889.2544,7809461.191,extracted
utt-amis,Watoto Fund,2022-10-24,536.8934,536.8934,531.5245,6667944696.112,12419494.2,extracted
utt-amis,Jikimu Fund,2022-10-24,155.7035,155.7035,152.5895,18530577291.7768,119011926.9,extracted
utt-amis,Liquid Fund,2022-10-24,335.4811,335.4811,335.4811,521376435624.522,1554115618.0,extracted
utt-amis,Bond Fund,2022-10-24,114.2611,114.2611,114.2611,286304425876.565,2505702526.0,extracted
utt-amis,Umoja Fund,2022-10-21,858.3971,858.3971,849.8131,296157520825.563,345012264.1,extracted
utt-amis,Wekeza Maisha Fund,2022-10-21,734.8753,734.8753,720.1778,5731576330.4965,7799386.247,extracted
utt-amis,Watoto Fund,2022-10-21,536.5417,536.5417,531.1763,6651223356.1989,12396470.48,extracted
utt-amis,Jikimu Fund,2022-10-21,155.6036,155.6036,152.4916,18505834881.7064,118929312.9,extracted
utt-amis,Liquid Fund,2022-10-21,335.197,335.197,335.197,518435818329.159,1546660094.0,extracted
utt-amis,Bond Fund,2022-10-21,114.1673,114.1673,114.1673,285269076561.344,2498693617.0,extracted
utt-amis,Umoja Fund,2022-10-18,858.06,858.06,849.4794,296170053002.67,345162395.1,extracted
utt-amis,Wekeza Maisha Fund,2022-10-18,734.4031,734.4031,719.715,5720487559.0915,7789302.444,extracted
utt-amis,Watoto Fund,2022-10-18,536.1944,536.1944,530.8324,6640670298.3546,12384818.76,extracted
utt-amis,Jikimu Fund,2022-10-18,155.5035,155.5035,152.3934,18534755116.5981,119191918.1,extracted
utt-amis,Liquid Fund,2022-10-18,334.8998,334.8998,334.8998,564959721987.627,1686951530.0,extracted
utt-amis,Bond Fund,2022-10-18,114.0742,114.0742,114.0742,283315099976.883,2483603846.0,extracted
utt-amis,Umoja Fund,2022-10-17,857.192,857.192,848.6201,295831073865.467,345116470.2,extracted
utt-amis,Wekeza Maisha Fund,2022-10-17,733.6307,733.6307,718.9581,5695864233.543,7763939.647,extracted
utt-amis,Watoto Fund,2022-10-17,535.7652,535.7652,530.4075,6623115319.6897,12361974.8,extracted
utt-amis,Jikimu Fund,2022-10-17,155.358,155.358,152.2509,18536322119.2587,119313570.8,extracted
utt-amis,Liquid Fund,2022-10-17,334.809,334.809,334.809,556926747419.622,1663416153.0,extracted
utt-amis,Bond Fund,2022-10-17,114.043,114.043,114.043,281881973617.981,2471715726.0,extracted
utt-amis,Umoja Fund,2022-10-13,854.9344,854.9344,846.3851,295035011714.927,345096655.6,extracted
utt-amis,Wekeza Maisha Fund,2022-10-13,733.0055,733.0055,718.3454,5682720758.8251,7752629.981,extracted
utt-amis,Watoto Fund,2022-10-13,535.3084,535.3084,529.9553,6612743743.8127,12353148.29,extracted
utt-amis,Jikimu Fund,2022-10-13,155.2241,155.2241,152.1196,18518131305.0698,119299356.2,extracted
utt-amis,Liquid Fund,2022-10-13,334.1976,334.1976,334.1976,555191358476.361,1661266844.0,extracted
utt-amis,Bond Fund,2022-10-13,113.9191,113.9191,113.9191,281248544591.986,2468844387.0,extracted
utt-amis,Umoja Fund,2022-10-12,854.8587,854.8587,846.3101,295001052532.417,345087493.9,extracted
utt-amis,Wekeza Maisha Fund,2022-10-12,732.8139,732.8139,718.1576,5680475510.2926,7751593.925,extracted
utt-amis,Watoto Fund,2022-10-12,535.6089,535.6089,530.2528,6611490921.3657,12343878.57,extracted
utt-amis,Jikimu Fund,2022-10-12,155.3124,155.3124,152.2062,18524401319.3158,119271851.8,extracted
utt-amis,Liquid Fund,2022-10-12,334.1045,334.1045,334.1045,554456701217.461,1659530948.0,extracted
utt-amis,Bond Fund,2022-10-12,113.8881,113.8881,113.8881,280199523972.859,2460304826.0,extracted
utt-amis,Umoja Fund,2022-10-11,855.8054,855.8054,847.2474,295310100589.611,345066875.2,extracted
utt-amis,Wekeza Maisha Fund,2022-10-11,733.6891,733.6891,719.0153,5668814822.387,7726453.758,extracted
utt-amis,Watoto Fund,2022-10-11,536.0213,536.0213,530.6611,6608345757.8795,12328513.78,extracted
utt-amis,Jikimu Fund,2022-10-11,155.4653,155.4653,152.356,18541565820.4206,119264983.3,extracted
utt-amis,Liquid Fund,2022-10-11,334.0113,334.0113,334.0113,553867372248.07,1658229614.0,extracted
utt-amis,Bond Fund,2022-10-11,113.8571,113.8571,113.8571,279436536057.683,2454274276.0,extracted
utt-amis,Umoja Fund,2022-10-10,854.1812,854.1812,845.6394,294735845717.415,345050717.2,extracted
utt-amis,Wekeza Maisha Fund,2022-10-10,733.5318,733.5318,718.8612,5658969602.9264,7714688.787,extracted
utt-amis,Watoto Fund,2022-10-10,536.0706,536.0706,530.7099,6588527763.5326,12290410.59,extracted
utt-amis,Jikimu Fund,2022-10-10,155.5006,155.5006,152.3906,18383472739.111,118221196.1,extracted
utt-amis,Liquid Fund,2022-10-10,333.7488,333.7488,333.7488,552790104721.438,1656305909.0,extracted
utt-amis,Bond Fund,2022-10-10,113.826,113.826,113.826,278399960211.873,2445838285.0,extracted
utt-amis,Umoja Fund,2022-10-07,853.8222,853.8222,845.284,294723069946.093,345180854.0,extracted
utt-amis,Wekeza Maisha Fund,2022-10-07,732.9852,732.9852,718.3255,5670553365.5825,7736245.158,extracted
utt-amis,Watoto Fund,2022-10-07,535.7273,535.7273,530.3701,6575179847.7363,12273370.24,extracted
utt-amis,Jikimu Fund,2022-10-07,155.3994,155.3994,152.2914,18330524706.0131,117957498.4,extracted
utt-amis,Liquid Fund,2022-10-07,333.2183,333.2183,333.2183,551183503769.765,1654121345.0,extracted
utt-amis,Bond Fund,2022-10-07,113.7323,113.7323,113.7323,277627773224.287,2441064539.0,extracted
utt-amis,Umoja Fund,2022-10-06,853.7067,853.7067,845.1696,294674950766.537,345171176.5,extracted
utt-amis,Wekeza Maisha Fund,2022-10-06,732.8286,732.8286,718.1721,5668031956.0712,7734457.511,extracted
utt-amis,Watoto Fund,2022-10-06,535.6129,535.6129,530.2567,6569039286.2654,12264528.36,extracted
utt-amis,Jikimu Fund,2022-10-06,155.3656,155.3656,152.2583,18322268240.735,117930041.6,extracted
utt-amis,Liquid Fund,2022-10-06,333.1251,333.1251,333.1251,550106592554.275,1651351448.0,extracted
utt-amis,Bond Fund,2022-10-06,113.701,113.701,113.701,277196478040.333,2437943091.0,extracted
utt-amis,Umoja Fund,2022-10-05,853.8829,853.8829,845.3441,294673153707.955,345097847.7,extracted
utt-amis,Wekeza Maisha Fund,2022-10-05,732.7583,732.7583,718.1031,5661373661.7052,7726113.269,extracted
utt-amis,Watoto Fund,2022-10-05,535.6305,535.6305,530.2742,6566105454.2081,12258647.38,extracted
utt-amis,Jikimu Fund,2022-10-05,155.3659,155.3659,152.2586,18321556001.85,117925187.3,extracted
utt-amis,Liquid Fund,2022-10-05,332.0692,332.0692,332.0692,548488937341.455,1651731038.0,extracted
utt-amis,Bond Fund,2022-10-05,113.6697,113.6697,113.6697,276534350359.402,2432788706.0,extracted
utt-amis,Umoja Fund,2022-10-04,853.7633,853.7633,845.2257,294608574844.016,345070559.5,extracted
utt-amis,Wekeza Maisha Fund,2022-10-04,732.6015,732.6015,717.9495,5652687320.5112,7715909.647,extracted
utt-amis,Watoto Fund,2022-10-04,155.3324,155.3324,152.2257,18311116848.3848,117883446.1,extracted
utt-amis,Jikimu Fund,2022-10-04,535.5153,535.5153,530.1602,6565078764.8753,12259367.18,extracted
utt-amis,Liquid Fund,2022-10-04,331.9755,331.9755,331.9755,547369727137.311,1648825484.0,extracted
utt-amis,Bond Fund,2022-10-04,113.639,113.639,113.639,274326752566.037,2414020362.0,extracted
utt-amis,Umoja Fund,2022-10-03,853.6436,853.6436,845.1072,294585083617.271,345091404.1,extracted
utt-amis,Wekeza Maisha Fund,2022-10-03,732.4448,732.4448,717.7959,5634071843.6391,7692145.738,extracted
utt-amis,Watoto Fund,2022-10-03,535.4008,535.4008,530.0468,6538212952.0601,12211809.73,extracted
utt-amis,Jikimu Fund,2022-10-03,155.2984,155.2984,152.1925,18276500680.6232,117686327.7,extracted
utt-amis,Liquid Fund,2022-10-03,331.8819,331.8819,331.8819,545260564207.876,1642935463.0,extracted
utt-amis,Bond Fund,2022-10-03,113.6044,113.6044,113.6044,272776440846.263,2401108753.0,extracted
utt-amis,Umoja Fund,2022-09-30,853.2871,853.2871,844.7542,294438358688.314,345063661.2,extracted
utt-amis,Wekeza Maisha Fund,2022-09-30,731.9731,731.9731,717.3336,5624413534.721,7683907.36,extracted
utt-amis,Watoto Fund,2022-09-30,535.0561,535.0561,529.7056,6524485686.6508,12194021.31,extracted
utt-amis,Jikimu Fund,2022-09-30,158.1966,158.1966,155.0326,18612365935.8417,117653406.4,extracted
utt-amis,Liquid Fund,2022-09-30,331.6026,331.6026,331.6026,542839629832.914,1637018844.0,extracted
utt-amis,Bond Fund,2022-09-30,114.4962,114.4962,114.4962,275003962961.484,2401861586.0,extracted
utt-amis,Umoja Fund,2022-09-29,853.0614,853.0614,844.5308,294480023965.331,345203793.6,extracted
utt-amis,Wekeza Maisha Fund,2022-09-29,731.7806,731.7806,717.145,5616702421.3698,7675391.309,extracted
utt-amis,Watoto Fund,2022-09-29,534.867,534.867,529.5183,6515059796.8447,12180710.74,extracted
utt-amis,Jikimu Fund,2022-09-29,158.1376,158.1376,154.9749,18621688526.4836,117756220.8,extracted
utt-amis,Liquid Fund,2022-09-29,331.5072,331.5072,331.5072,541310134155.273,1632876024.0,extracted
utt-amis,Bond Fund,2022-09-29,114.4634,114.4634,114.4634,274477833955.298,2397952613.0,extracted
utt-amis,Umoja Fund,2022-09-28,852.9428,852.9428,844.4134,294411850036.018,345171842.2,extracted
utt-amis,Wekeza Maisha Fund,2022-09-28,721.7311,721.7311,707.2965,5533454337.0367,7666919.831,extracted
utt-amis,Watoto Fund,2022-09-28,534.7542,534.7542,529.4067,6510116578.6898,12174034.55,extracted
utt-amis,Jikimu Fund,2022-09-28,158.104,158.104,154.9419,18595472521.1555,117615458.0,extracted
utt-amis,Liquid Fund,2022-09-28,331.414,331.414,331.414,540566840183.519,1631092113.0,extracted
utt-amis,Bond Fund,2022-09-28,114.4314,114.4314,114.4314,273784277705.852,2392562035.0,extracted
utt-amis,Umoja Fund,2022-09-27,853.9689,853.9689,845.4292,294739103277.256,345140325.0,extracted
utt-amis,Wekeza Maisha Fund,2022-09-27,722.4304,722.4304,707.9818,5532469929.0787,7658135.885,extracted
utt-amis,Watoto Fund,2022-09-27,535.5251,535.5251,530.1699,6478157565.4628,12096832.49,extracted
utt-amis,Jikimu Fund,2022-09-27,158.3189,158.3189,155.1525,18598595878.745,117475514.0,extracted
utt-amis,Liquid Fund,2022-09-27,331.233,331.233,331.233,556812088070.872,1681028408.0,extracted
utt-amis,Bond Fund,2022-09-27,114.4006,114.4006,114.4006,273412903926.732,2389960666.0,extracted
utt-amis,Umoja Fund,2022-09-26,853.571,853.571,845.0353,294559688513.323,345091008.5,extracted
utt-amis,Wekeza Maisha Fund,2022-09-26,722.1942,722.1942,707.7503,5517170975.6038,7639456.699,extracted
utt-amis,Watoto Fund,2022-09-26,535.2783,535.2783,529.9255,6464853400.0688,12077556.39,extracted
utt-amis,Jikimu Fund,2022-09-26,158.2509,158.2509,155.0859,18568847977.263,117338013.4,extracted
utt-amis,Liquid Fund,2022-09-26,331.1414,331.1414,331.1414,555695273383.912,1678120676.0,extracted
utt-amis,Bond Fund,2022-09-26,114.1049,114.1049,114.1049,271537849038.204,2379720285.0,extracted
utt-amis,Umoja Fund,2022-09-23,853.2364,853.2364,844.704,294419768764.086,345062366.6,extracted
utt-amis,Wekeza Maisha Fund,2022-09-23,721.877,721.877,707.4395,5509584270.7023,7632303.008,extracted
utt-amis,Watoto Fund,2022-09-23,534.9397,534.9397,529.5903,6449151763.4957,12055849.16,extracted
utt-amis,Jikimu Fund,2022-09-23,158.1498,158.1498,154.9868,18539191160.2252,117225478.0,extracted
utt-amis,Liquid Fund,2022-09-23,329.9048,329.9048,329.9048,553864378803.664,1678861375.0,extracted
utt-amis,Bond Fund,2022-09-23,114.0135,114.0135,114.0135,264071115883.267,2316138471.0,extracted
utt-amis,Umoja Fund,2022-09-22,853.1181,853.1181,844.5869,294577285565.416,345294839.8,extracted
utt-amis,Wekeza Maisha Fund,2022-09-22,721.7275,721.7275,707.2929,5504494338.3817,7626832.325,extracted
utt-amis,Watoto Fund,2022-09-22,534.8265,534.8265,529.4782,6446977109.8154,12054333.63,extracted
utt-amis,Jikimu Fund,2022-09-22,158.1158,158.1158,154.9535,18543149943.6053,117275722.2,extracted
utt-amis,Liquid Fund,2022-09-22,329.8125,329.8125,329.8125,553076635911.285,1676942538.0,extracted
utt-amis,Bond Fund,2022-09-22,113.9821,113.9821,113.9821,263614140628.445,2312767340.0,extracted
utt-amis,Umoja Fund,2022-09-21,852.9999,852.9999,844.4699,294531583233.33,345289125.9,extracted
utt-amis,Wekeza Maisha Fund,2022-09-21,721.5779,721.5779,707.1464,5501481732.2831,7624238.01,extracted
utt-amis,Watoto Fund,2022-09-21,534.7135,534.7135,529.3664,6441219061.4909,12046112.92,extracted
utt-amis,Jikimu Fund,2022-09-21,158.0822,158.0822,154.9205,18530430171.2595,117220240.3,extracted
utt-amis,Liquid Fund,2022-09-21,329.7202,329.7202,329.7202,552244166882.18,1674887197.0,extracted
utt-amis,Bond Fund,2022-09-21,113.9506,113.9506,113.9506,262988782557.89,2307918410.0,extracted
utt-amis,Umoja Fund,2022-09-20,852.8816,852.8816,844.3528,294467417704.467,345261782.0,extracted
utt-amis,Wekeza Maisha Fund,2022-09-20,721.4283,721.4283,706.9998,5499222882.3731,7622687.843,extracted
utt-amis,Watoto Fund,2022-09-20,534.6004,534.6004,529.2544,6435851145.0495,12038620.97,extracted
utt-amis,Jikimu Fund,2022-09-20,158.0482,158.0482,154.8872,18520458061.6782,117182346.8,extracted
utt-amis,Liquid Fund,2022-09-20,329.6277,329.6277,329.6277,552128466597.262,1675006054.0,extracted
utt-amis,Bond Fund,2022-09-20,113.9192,113.9192,113.9192,262149954051.602,2301192534.0,extracted
utt-amis,Umoja Fund,2022-09-19,853.2641,853.2641,844.7314,294581411392.462,345240617.3,extracted
utt-amis,Wekeza Maisha Fund,2022-09-19,721.6985,721.6985,707.2645,5499550311.6843,7620287.949,extracted
utt-amis,Watoto Fund,2022-09-19,534.7032,534.7032,529.3562,6414624603.5797,11996607.0,extracted
utt-amis,Jikimu Fund,2022-09-19,158.09,158.09,154.9282,18507277067.5687,117067949.9,extracted
utt-amis,Liquid Fund,2022-09-19,329.5353,329.5353,329.5353,550792282100.08,1671421217.0,extracted
utt-amis,Bond Fund,2022-09-19,113.8879,113.8879,113.8879,261711469435.32,2297975212.0,extracted
utt-amis,Umoja Fund,2022-09-16,852.9092,852.9092,844.3801,294448523079.689,345228449.3,extracted
utt-amis,Wekeza Maisha Fund,2022-09-16,721.2608,721.2608,706.8356,5493355638.3082,7616323.839,extracted
utt-amis,Watoto Fund,2022-09-16,534.364,534.364,529.0204,6376750959.9504,11933345.91,extracted
utt-amis,Jikimu Fund,2022-09-16,157.988,157.988,154.8283,18488549111.8344,117025003.6,extracted
utt-amis,Liquid Fund,2022-09-16,329.2593,329.2593,329.2593,549918460330.096,1670168210.0,extracted
utt-amis,Bond Fund,2022-09-16,113.7938,113.7938,113.7938,260889728885.021,2292653834.0,extracted
utt-amis,Umoja Fund,2022-09-15,852.7903,852.7903,844.2624,294483147356.745,345317186.5,extracted
utt-amis,Wekeza Maisha Fund,2022-09-15,721.111,721.111,706.6888,5492049956.9988,7616094.797,extracted
utt-amis,Watoto Fund,2022-09-15,534.2499,534.2499,528.9074,6372494476.1858,11927927.72,extracted
utt-amis,Jikimu Fund,2022-09-15,157.9473,157.9473,154.7883,18676903344.9612,118247701.7,extracted
utt-amis,Liquid Fund,2022-09-15,329.1667,329.1667,329.1667,548973021286.944,1667766204.0,extracted
utt-amis,Bond Fund,2022-09-15,113.7618,113.7618,113.7618,260145757263.6,2286757818.0,extracted
utt-amis,Umoja Fund,2022-09-14,852.9676,852.9676,844.438,294446836819.885,345202818.8,extracted
utt-amis,Wekeza Maisha Fund,2022-09-14,719.4183,719.4183,705.03,5474404206.333,7609486.571,extracted
utt-amis,Watoto Fund,2022-09-14,532.4605,532.4605,527.1359,6349432127.3843,11924700.65,extracted
utt-amis,Jikimu Fund,2022-09-14,157.491,157.491,154.3412,18621541325.0995,118238733.3,extracted
utt-amis,Liquid Fund,2022-09-14,329.0749,329.0749,329.0749,547906046558.77,1664988646.0,extracted
utt-amis,Bond Fund,2022-09-14,113.7303,113.7303,113.7303,259212278667.785,2279183523.0,extracted
utt-amis,Umoja Fund,2022-09-13,853.8964,853.8964,845.3574,294746495294.381,345178298.9,extracted
utt-amis,Wekeza Maisha Fund,2022-09-13,719.985,719.985,705.5853,5457634990.3643,7580206.924,extracted
utt-amis,Watoto Fund,2022-09-13,532.81,532.81,527.4819,6292407740.2814,11809853.48,extracted
utt-amis,Jikimu Fund,2022-09-13,157.6042,157.6042,154.4521,18632873059.8788,118225722.9,extracted
utt-amis,Liquid Fund,2022-09-13,328.9832,328.9832,328.9832,546547818133.514,1661324501.0,extracted
utt-amis,Bond Fund,2022-09-13,113.6988,113.6988,113.6988,258689306600.837,2275216641.0,extracted
utt-amis,Umoja Fund,2022-09-12,853.7955,853.7955,845.2576,294681078910.039,345142449.4,extracted
utt-amis,Wekeza Maisha Fund,2022-09-12,720.0862,720.0862,705.6845,5452859214.1543,7572508.707,extracted
utt-amis,Watoto Fund,2022-09-12,532.8212,532.8212,527.493,6280959413.4079,11788118.24,extracted
utt-amis,Jikimu Fund,2022-09-12,157.602,157.602,154.4499,18625196593.0767,118178701.8,extracted
utt-amis,Liquid Fund,2022-09-12,328.8908,328.8908,328.8908,544997812530.87,1657078353.0,extracted
utt-amis,Bond Fund,2022-09-12,113.6672,113.6672,113.6672,257710996972.526,2267241566.0,extracted
utt-amis,Umoja Fund,2022-09-09,850.3335,850.3335,841.8301,293504320610.53,345163789.5,extracted
utt-amis,Wekeza Maisha Fund,2022-09-09,719.6095,719.6095,705.2173,5433942766.8817,7551238.595,extracted
utt-amis,Watoto Fund,2022-09-09,532.2358,532.2358,526.9134,6235199789.1518,11715107.89,extracted
utt-amis,Jikimu Fund,2022-09-09,157.2959,157.2959,154.1499,18576505018.1582,118099131.8,extracted
utt-amis,Liquid Fund,2022-09-09,328.6154,328.6154,328.6154,543956070560.913,1655297113.0,extracted
utt-amis,Bond Fund,2022-09-09,113.5721,113.5721,113.5721,256973836518.448,2262648493.0,extracted
utt-amis,Umoja Fund,2022-09-08,850.212,850.212,841.7099,293556054893.024,345273941.0,extracted
utt-amis,Wekeza Maisha Fund,2022-09-08,719.4553,719.4553,705.0662,5471551802.1313,7605130.897,extracted
utt-amis,Watoto Fund,2022-09-08,532.1198,532.1198,526.7986,6233207407.951,11713918.01,extracted
utt-amis,Jikimu Fund,2022-09-08,157.262,157.262,154.1168,18590268747.9207,118212079.8,extracted
utt-amis,Liquid Fund,2022-09-08,328.5263,328.5263,328.5263,527304437727.981,1605059905.0,extracted
utt-amis,Bond Fund,2022-09-08,113.5403,113.5403,113.5403,256098499719.607,2255572844.0,extracted
utt-amis,Umoja Fund,2022-09-07,849.9403,849.9403,841.4409,293450924846.738,345260638.5,extracted
utt-amis,Wekeza Maisha Fund,2022-09-07,719.2773,719.2773,704.8917,5456013677.8765,7585410.714,extracted
utt-amis,Watoto Fund,2022-09-07,531.8776,531.8776,526.5588,6223198131.3957,11700433.39,extracted
utt-amis,Jikimu Fund,2022-09-07,157.1968,157.1968,154.0528,18576632636.5055,118174394.2,extracted
utt-amis,Liquid Fund,2022-09-07,328.4344,328.4344,328.4344,516953342715.309,1573992689.0,extracted
utt-amis,Bond Fund,2022-09-07,113.5084,113.5084,113.5084,255490946557.195,2250853627.0,extracted
utt-amis,Umoja Fund,2022-09-06,846.5921,846.5921,838.1262,292292459970.345,345257725.7,extracted
utt-amis,Wekeza Maisha Fund,2022-09-06,719.0995,719.0995,704.7175,5440934744.9579,7566316.769,extracted
utt-amis,Watoto Fund,2022-09-06,531.5903,531.5903,526.2744,6216195935.0985,11693583.43,extracted
utt-amis,Jikimu Fund,2022-09-06,157.1631,157.1631,154.0198,18568384846.3366,118147244.1,extracted
utt-amis,Liquid Fund,2022-09-06,328.3406,328.3406,328.3406,516447380381.205,1572901205.0,extracted
utt-amis,Bond Fund,2022-09-06,113.4769,113.4769,113.4769,254892203031.524,2246202546.0,extracted
utt-amis,Umoja Fund,2022-09-05,846.3649,846.3649,837.9012,292202421766.582,345244035.7,extracted
utt-amis,Wekeza Maisha Fund,2022-09-05,718.952,718.952,704.5729,5431666985.9157,7554978.822,extracted
utt-amis,Watoto Fund,2022-09-05,531.3975,531.3975,526.0835,6205016493.6145,11676789.98,extracted
utt-amis,Jikimu Fund,2022-09-05,157.1061,157.1061,153.964,18551332421.3283,118081546.7,extracted
utt-amis,Liquid Fund,2022-09-05,328.2466,328.2466,328.2466,515157076348.846,1569420941.0,extracted
utt-amis,Bond Fund,2022-09-05,113.4454,113.4454,113.4454,254083441357.024,2239699023.0,extracted
utt-amis,Umoja Fund,2022-09-02,846.5056,846.5056,838.0406,292177069028.035,345156674.2,extracted
utt-amis,Wekeza Maisha Fund,2022-09-02,719.0721,719.0721,704.6907,5407739517.9732,7520441.179,extracted
utt-amis,Watoto Fund,2022-09-02,531.6507,531.6507,526.3342,6203307016.3842,11668012.99,extracted
utt-amis,Jikimu Fund,2022-09-02,157.1638,157.1638,154.0205,18549815839.6331,118028585.8,extracted
utt-amis,Liquid Fund,2022-09-02,327.9671,327.9671,327.9671,514024883004.452,1567306007.0,extracted
