source,fund_name,date,nav_per_unit,sale_price,repurchase_price,total_nav,units,status
utt-amis,Watoto Fund,2026-02-11,875.938,875.938,867.1787,44813665175.9927,51160771.0622,extracted
utt-amis,Jikimu Fund,2026-02-11,210.4898,210.4898,206.28,53895053915.009,256045936.287,extracted
utt-amis,Liquid Fund,2026-02-11,495.8004,495.8004,495.8004,2428736250031.67,4898617179.5869,extracted
utt-amis,Bond Fund,2026-02-11,121.9156,121.9156,121.9156,1129229709987.68,9262390022.0442,extracted
utt-amis,Umoja Fund,2026-02-10,1470.4104,1470.4104,1455.7063,492266706901.515,334781836.4602,extracted
utt-amis,Wekeza Maisha Fund,2026-02-10,1178.2133,1178.2133,1154.649,33113108822.3706,28104511.1911,extracted
utt-amis,Watoto Fund,2026-02-10,873.384,873.384,864.6502,44650488919.5876,51123545.3673,extracted
utt-amis,Jikimu Fund,2026-02-10,209.8063,209.8063,205.6102,53673888333.8778,255825883.5273,extracted
utt-amis,Liquid Fund,2026-02-10,495.655,495.655,495.655,2424828364145.98,4892169878.5794,extracted
utt-amis,Bond Fund,2026-02-10,121.8817,121.8817,121.8817,1128451426486.85,9258582784.7596,extracted
utt-amis,Umoja Fund,2026-02-09,1468.4078,1468.4078,1453.7237,491419580103.249,334661512.1224,extracted
utt-amis,Wekeza Maisha Fund,2026-02-09,1177.4704,1177.4704,1153.921,32991058940.394,28018587.69,extracted
utt-amis,Watoto Fund,2026-02-09,873.205,873.205,864.4729,44523169510.7444,50988221.6712,extracted
utt-amis,Jikimu Fund,2026-02-09,208.8696,208.8696,204.6922,53156946969.5889,254498201.7094,extracted
utt-amis,Liquid Fund,2026-02-09,495.51,495.51,495.51,2417213576738.41,4878233669.5341,extracted
utt-amis,Bond Fund,2026-02-09,121.8476,121.8476,121.8476,1126558405240.09,9245633354.6409,extracted
utt-amis,Umoja Fund,2026-02-06,1462.1298,1462.1298,1447.5085,489186231503.62,334570999.607,extracted
utt-amis,Wekeza Maisha Fund,2026-02-06,1175.4033,1175.4033,1151.8952,32876807320.4444,27970661.2748,extracted
utt-amis,Watoto Fund,2026-02-06,872.1034,872.1034,863.3823,44403898249.1215,50915866.1446,extracted
utt-amis,Jikimu Fund,2026-02-06,208.3742,208.3742,204.2067,52728885526.2163,253049004.926,extracted
utt-amis,Liquid Fund,2026-02-06,495.0754,495.0754,495.0754,2421033168803.24,4890231674.0475,extracted
utt-amis,Bond Fund,2026-02-06,121.7457,121.7457,121.7457,1127905941281.36,9264440722.8521,extracted
utt-amis,Umoja Fund,2026-02-05,1447.9069,1447.9069,1433.4278,484311371533.011,334490686.5419,extracted
utt-amis,Wekeza Maisha Fund,2026-02-05,1171.9042,1171.9042,1148.4661,32755097267.0484,27950320.9484,extracted
utt-amis,Watoto Fund,2026-02-05,869.2656,869.2656,860.5729,44167440310.3827,50810063.1832,extracted
utt-amis,Jikimu Fund,2026-02-05,207.5987,207.5987,203.4467,52519424909.4496,252985368.3349,extracted
utt-amis,Liquid Fund,2026-02-05,494.9309,494.9309,494.9309,2415362087564.08,4880200395.3409,extracted
utt-amis,Bond Fund,2026-02-05,121.7117,121.7117,121.7117,1126468344636.99,9255215347.182,extracted
utt-amis,Umoja Fund,2026-02-04,1432.3893,1432.3893,1418.0654,479059812486.152,334448047.8432,extracted
utt-amis,Wekeza Maisha Fund,2026-02-04,1168.011,1168.011,1144.6508,32595141473.0975,27906536.7662,extracted
utt-amis,Watoto Fund,2026-02-04,866.0326,866.0326,857.3722,43971579500.9013,50773586.4918,extracted
utt-amis,Jikimu Fund,2026-02-04,206.7663,206.7663,202.6309,52194833124.5081,252433989.8547,extracted
utt-amis,Liquid Fund,2026-02-04,494.7858,494.7858,494.7858,2412169420342.45,4875178837.5668,extracted
utt-amis,Bond Fund,2026-02-04,121.6777,121.6777,121.6777,1127603250577.53,9267127973.4943,extracted
utt-amis,Umoja Fund,2026-02-03,1416.7336,1416.7336,1402.5663,473819769378.071,334445214.9168,extracted
utt-amis,Wekeza Maisha Fund,2026-02-03,1164.1179,1164.1179,1140.8356,32449932676.7383,27875125.2577,extracted
utt-amis,Watoto Fund,2026-02-03,862.7808,862.7808,854.153,43985850648.6064,50981489.7031,extracted
utt-amis,Jikimu Fund,2026-02-03,205.9314,205.9314,201.8127,51975600190.5218,252392826.9837,extracted
utt-amis,Liquid Fund,2026-02-03,494.6389,494.6389,494.6389,2420783537950.73,4894042199.3172,extracted
utt-amis,Bond Fund,2026-02-03,121.6444,121.6444,121.6444,1119065646377.47,9199480332.8248,extracted
utt-amis,Umoja Fund,2026-02-02,1402.7644,1402.7644,1388.7367,469034291622.006,334364275.0421,extracted
utt-amis,Wekeza Maisha Fund,2026-02-02,1160.4308,1160.4308,1137.2222,32230183029.6804,27774326.4957,extracted
utt-amis,Watoto Fund,2026-02-02,859.7455,859.7455,851.148,43737475451.0847,50872587.0759,extracted
utt-amis,Jikimu Fund,2026-02-02,205.1351,205.1351,201.0324,51587008031.7897,251478190.5822,extracted
utt-amis,Liquid Fund,2026-02-02,494.4932,494.4932,494.4932,2420523480105.74,4894958007.9492,extracted
utt-amis,Bond Fund,2026-02-02,121.6102,121.6102,121.6102,1114224892150.82,9162262817.6321,extracted
utt-amis,Umoja Fund,2026-01-30,1393.3807,1393.3807,1379.4468,465675391876.327,334205438.1513,extracted
utt-amis,Wekeza Maisha Fund,2026-01-30,1157.412,1157.412,1134.2637,32104194692.2271,27737914.7436,extracted
utt-amis,Watoto Fund,2026-01-30,857.3569,857.3569,848.7833,43525346631.6318,50766893.5573,extracted
utt-amis,Jikimu Fund,2026-01-30,204.5357,204.5357,200.4449,51417518944.441,251386573.5191,extracted
utt-amis,Liquid Fund,2026-01-30,494.059,494.059,494.059,2416332882754.6,4890778157.2023,extracted
utt-amis,Bond Fund,2026-01-30,122.5073,122.5073,122.5073,1123044717150.0,9167164747.0036,extracted
utt-amis,Umoja Fund,2026-01-29,1394.923,1394.923,1380.9738,466093888947.09,334135926.5186,extracted
utt-amis,Wekeza Maisha Fund,2026-01-29,1157.69,1157.69,1134.5362,32091977466.2126,27720699.9239,extracted
utt-amis,Watoto Fund,2026-01-29,858.1024,858.1024,849.5214,43527364369.978,50725138.7451,extracted
utt-amis,Jikimu Fund,2026-01-29,204.5533,204.5533,200.4622,51301748208.089,250798940.6871,extracted
utt-amis,Liquid Fund,2026-01-29,493.9071,493.9071,493.9071,2416127297042.16,4891865832.8134,extracted
utt-amis,Bond Fund,2026-01-29,122.4731,122.4731,122.4731,1123572521263.95,9174037068.0434,extracted
utt-amis,Umoja Fund,2026-01-28,1407.3393,1407.3393,1393.2659,470202394732.543,334107344.6219,extracted
utt-amis,Wekeza Maisha Fund,2026-01-28,1160.8638,1160.8638,1137.6466,32087907121.2626,27641404.7716,extracted
utt-amis,Watoto Fund,2026-01-28,861.209,861.209,852.5969,43608978766.7193,50636927.7802,extracted
utt-amis,Jikimu Fund,2026-01-28,205.2175,205.2175,201.1132,51456413443.438,250740824.7788,extracted
utt-amis,Liquid Fund,2026-01-28,493.7686,493.7686,493.7686,2411509468994.1,4883885795.616,extracted
utt-amis,Bond Fund,2026-01-28,122.4396,122.4396,122.4396,1123688918766.64,9177496385.9484,extracted
utt-amis,Umoja Fund,2026-01-27,1417.3315,1417.3315,1403.1582,473464751115.344,334053650.6179,extracted
utt-amis,Wekeza Maisha Fund,2026-01-27,1163.1159,1163.1159,1139.8536,32104707712.5564,27602329.6227,extracted
utt-amis,Watoto Fund,2026-01-27,863.7819,863.7819,855.1441,43583944760.6883,50457116.281,extracted
utt-amis,Jikimu Fund,2026-01-27,205.6273,205.6273,201.5148,51453510418.053,250227007.0875,extracted
utt-amis,Liquid Fund,2026-01-27,493.6229,493.6229,493.6229,2407818634888.25,4877849930.1354,extracted
utt-amis,Bond Fund,2026-01-27,122.4055,122.4055,122.4055,1122170595717.07,9167650896.9241,extracted
utt-amis,Umoja Fund,2026-01-26,1405.6191,1405.6191,1391.5629,469137509651.712,333758637.4424,extracted
utt-amis,Wekeza Maisha Fund,2026-01-26,1159.8955,1159.8955,1136.6976,31945688199.9664,27541867.4763,extracted
utt-amis,Watoto Fund,2026-01-26,860.9649,860.9649,852.3553,43207744110.0272,50185256.182,extracted
utt-amis,Jikimu Fund,2026-01-26,204.9616,204.9616,200.8624,51143722352.9503,249528268.4816,extracted
utt-amis,Liquid Fund,2026-01-26,493.476,493.476,493.476,2402870860805.08,4869276339.3078,extracted
utt-amis,Bond Fund,2026-01-26,122.3713,122.3713,122.3713,1120180924416.66,9153949886.2314,extracted
utt-amis,Umoja Fund,2026-01-23,1393.5418,1393.5418,1379.6064,465059180274.311,333724596.1859,extracted
utt-amis,Wekeza Maisha Fund,2026-01-23,1156.3653,1156.3653,1133.238,32028816131.4509,27697836.1734,extracted
utt-amis,Watoto Fund,2026-01-23,857.8204,857.8204,849.2422,42993365139.078,50119307.6837,extracted
utt-amis,Jikimu Fund,2026-01-23,204.2257,204.2257,200.1412,50992390602.9502,249686423.7049,extracted
utt-amis,Liquid Fund,2026-01-23,493.0407,493.0407,493.0407,2394190994484.37,4855970157.5775,extracted
utt-amis,Bond Fund,2026-01-23,122.2696,122.2696,122.2696,1117722388631.59,9141456461.6957,extracted
utt-amis,Umoja Fund,2026-01-22,1386.3639,1386.3639,1372.5003,462500531366.413,333606879.6328,extracted
utt-amis,Wekeza Maisha Fund,2026-01-22,1154.5481,1154.5481,1131.4571,31789160585.0643,27533855.5661,extracted
utt-amis,Watoto Fund,2026-01-22,856.1059,856.1059,847.5448,42800259844.2722,49994119.7393,extracted
utt-amis,Jikimu Fund,2026-01-22,203.9228,203.9228,199.8444,50764366725.2254,248939120.046,extracted
utt-amis,Liquid Fund,2026-01-22,492.8955,492.8955,492.8955,2383038106484.41,4834773312.6865,extracted
utt-amis,Bond Fund,2026-01-22,122.2357,122.2357,122.2357,1116417743782.77,9133318204.3297,extracted
utt-amis,Umoja Fund,2026-01-21,1377.4501,1377.4501,1363.6756,459546869333.23,333621424.6969,extracted
utt-amis,Wekeza Maisha Fund,2026-01-21,1152.1392,1152.1392,1129.0964,31670247677.8136,27488213.7229,extracted
utt-amis,Watoto Fund,2026-01-21,854.0394,854.0394,845.499,42592710602.5047,49872066.707,extracted
utt-amis,Jikimu Fund,2026-01-21,203.4296,203.4296,199.361,50171138569.0286,246626506.5358,extracted
utt-amis,Liquid Fund,2026-01-21,492.7494,492.7494,492.7494,2381236465100.7,4832550638.9129,extracted
utt-amis,Bond Fund,2026-01-21,122.2017,122.2017,122.2017,1115666122090.01,9129712472.3755,extracted
utt-amis,Umoja Fund,2026-01-20,1366.8598,1366.8598,1353.1912,455896840401.231,333535931.0681,extracted
utt-amis,Wekeza Maisha Fund,2026-01-20,1149.4426,1149.4426,1126.4537,31545431982.8433,27444113.3043,extracted
utt-amis,Watoto Fund,2026-01-20,851.5906,851.5906,843.0747,42613364736.6339,50039733.7798,extracted
utt-amis,Jikimu Fund,2026-01-20,202.8622,202.8622,198.805,49957638423.947,246263897.364,extracted
utt-amis,Liquid Fund,2026-01-20,492.6033,492.6033,492.6033,2377862131067.91,4827133880.8818,extracted
utt-amis,Bond Fund,2026-01-20,122.1672,122.1672,122.1672,1115597850857.68,9131729297.5213,extracted
utt-amis,Umoja Fund,2026-01-19,1356.2121,1356.2121,1342.65,452187983525.824,333419819.0399,extracted
utt-amis,Wekeza Maisha Fund,2026-01-19,1146.8154,1146.8154,1123.8791,31430505720.3548,27406769.6482,extracted
utt-amis,Watoto Fund,2026-01-19,849.0707,849.0707,840.58,42385422676.6959,49919781.8905,extracted
utt-amis,Jikimu Fund,2026-01-19,202.3429,202.3429,198.2961,49483915690.2004,244554717.6932,extracted
utt-amis,Liquid Fund,2026-01-19,492.4582,492.4582,492.4582,2369866890919.79,4812321165.5766,extracted
utt-amis,Bond Fund,2026-01-19,122.1325,122.1325,122.1325,1116196541176.34,9139224357.6572,extracted
utt-amis,Umoja Fund,2026-01-16,1343.209,1343.209,1329.7769,448317266345.595,333765822.43,extracted
utt-amis,Wekeza Maisha Fund,2026-01-16,1142.8163,1142.8163,1119.96,31257187632.0819,27351016.049,extracted
utt-amis,Watoto Fund,2026-01-16,845.7376,845.7376,837.2802,42168234288.0248,49859715.0317,extracted
utt-amis,Jikimu Fund,2026-01-16,201.4892,201.4892,197.4594,49358789624.9721,244969950.202,extracted
utt-amis,Liquid Fund,2026-01-16,492.0234,492.0234,492.0234,2364711640329.54,4806095948.4735,extracted
utt-amis,Bond Fund,2026-01-16,122.03,122.03,122.03,1114631725391.49,9134077393.4967,extracted
utt-amis,Umoja Fund,2026-01-15,1329.2268,1329.2268,1315.9345,443716296667.545,333815339.1918,extracted
utt-amis,Wekeza Maisha Fund,2026-01-15,1139.3952,1139.3952,1116.6073,31137738284.5785,27328303.1216,extracted
utt-amis,Watoto Fund,2026-01-15,842.8897,842.8897,834.4608,41968351570.3239,49791036.8632,extracted
utt-amis,Jikimu Fund,2026-01-15,200.7042,200.7042,196.6901,49128018528.7692,244778235.4854,extracted
utt-amis,Liquid Fund,2026-01-15,491.8781,491.8781,491.8781,2359599483844.0,4797122310.3088,extracted
utt-amis,Bond Fund,2026-01-15,121.9955,121.9955,121.9955,1112474653919.14,9118983795.3219,extracted
utt-amis,Umoja Fund,2026-01-14,1318.2287,1318.2287,1305.0465,440219506279.807,333947736.4318,extracted
utt-amis,Wekeza Maisha Fund,2026-01-14,1137.0771,1137.0771,1114.3356,30996310239.613,27259637.1393,extracted
utt-amis,Watoto Fund,2026-01-14,840.7079,840.7079,832.3009,41670206854.1712,49565615.4315,extracted
utt-amis,Jikimu Fund,2026-01-14,200.2293,200.2293,196.2247,48966876739.167,244553958.4747,extracted
utt-amis,Liquid Fund,2026-01-14,491.7342,491.7342,491.7342,2358505109218.69,4796301215.7295,extracted
utt-amis,Bond Fund,2026-01-14,121.9615,121.9615,121.9615,1111113787303.5,9110367193.6812,extracted
utt-amis,Umoja Fund,2026-01-13,1311.7975,1311.7975,1298.6795,437885712756.34,333805881.9601,extracted
utt-amis,Wekeza Maisha Fund,2026-01-13,1134.9463,1134.9463,1112.2474,30968410247.6421,27286234.1896,extracted
utt-amis,Watoto Fund,2026-01-13,839.4076,839.4076,831.0135,41471598523.1936,49405796.3736,extracted
utt-amis,Jikimu Fund,2026-01-13,199.6591,199.6591,195.6659,48725333316.5875,244042618.1328,extracted
utt-amis,Liquid Fund,2026-01-13,491.5904,491.5904,491.5904,2345204611861.06,4770647455.3779,extracted
utt-amis,Bond Fund,2026-01-13,121.9272,121.9272,121.9272,1109136341610.33,9096712594.908,extracted
utt-amis,Umoja Fund,2026-01-09,1306.3971,1306.3971,1293.3331,436076946816.954,333801229.2625,extracted
utt-amis,Wekeza Maisha Fund,2026-01-09,1132.7512,1132.7512,1110.0962,30875482450.046,27257073.4173,extracted
utt-amis,Watoto Fund,2026-01-09,837.7443,837.7443,829.3669,41348080516.6661,49356442.4117,extracted
utt-amis,Jikimu Fund,2026-01-09,199.2104,199.2104,195.2262,48571881654.0841,243822056.2046,extracted
utt-amis,Liquid Fund,2026-01-09,490.9387,490.9387,490.9387,2344052428989.23,4774633211.7249,extracted
utt-amis,Bond Fund,2026-01-09,121.7914,121.7914,121.7914,1107615475765.39,9094366548.847,extracted
utt-amis,Umoja Fund,2026-01-08,1302.5075,1302.5075,1289.4824,434679027135.403,333724788.2753,extracted
utt-amis,Wekeza Maisha Fund,2026-01-08,1131.7475,1131.7475,1109.1125,30803910199.7589,27218006.6501,extracted
utt-amis,Watoto Fund,2026-01-08,837.0808,837.0808,828.7099,41215872634.5095,49237630.1043,extracted
utt-amis,Jikimu Fund,2026-01-08,198.9723,198.9723,194.9928,47888271817.0346,240678132.647,extracted
utt-amis,Liquid Fund,2026-01-08,490.7961,490.7961,490.7961,2339797681592.92,4767352196.0779,extracted
utt-amis,Bond Fund,2026-01-08,121.757,121.757,121.757,1106907950641.1,9091124111.6444,extracted
utt-amis,Umoja Fund,2026-01-07,1298.0109,1298.0109,1285.0308,433093855025.419,333659637.3156,extracted
utt-amis,Wekeza Maisha Fund,2026-01-07,1130.6145,1130.6145,1108.0022,30733761897.5466,27183237.5588,extracted
utt-amis,Watoto Fund,2026-01-07,836.3286,836.3286,827.9653,41123220663.2384,49171129.6902,extracted
utt-amis,Jikimu Fund,2026-01-07,198.6771,198.6771,194.7036,47762560422.1381,240402903.1913,extracted
utt-amis,Liquid Fund,2026-01-07,490.6061,490.6061,490.6061,2334746402865.88,4758902145.7647,extracted
utt-amis,Bond Fund,2026-01-07,121.7226,121.7226,121.7226,1108253189216.62,9104744922.5988,extracted
utt-amis,Umoja Fund,2026-01-06,1290.4121,1290.4121,1277.508,430682026981.357,333755410.0913,extracted
utt-amis,Wekeza Maisha Fund,2026-01-06,1128.4521,1128.4521,1105.8831,30631489273.6106,27144695.5345,extracted
utt-amis,Watoto Fund,2026-01-06,834.9439,834.9439,826.5944,40988128136.9264,49090878.9347,extracted
utt-amis,Jikimu Fund,2026-01-06,198.1341,198.1341,194.1714,47659423027.3788,240541237.7243,extracted
utt-amis,Liquid Fund,2026-01-06,490.4621,490.4621,490.4621,2331252480605.74,4753175397.6494,extracted
utt-amis,Bond Fund,2026-01-06,121.689,121.689,121.689,1103736767277.4,9070146854.892,extracted
utt-amis,Umoja Fund,2026-01-05,1283.1685,1283.1685,1270.3369,427991757243.215,333542900.245,extracted
utt-amis,Wekeza Maisha Fund,2026-01-05,1125.9461,1125.9461,1103.4272,30483195700.5107,27073406.3672,extracted
utt-amis,Watoto Fund,2026-01-05,833.3472,833.3472,825.0137,40750624523.6052,48899937.117,extracted
utt-amis,Jikimu Fund,2026-01-05,197.6299,197.6299,193.6773,47313698380.6305,239405616.7766,extracted
utt-amis,Liquid Fund,2026-01-05,490.3106,490.3106,490.3106,2313488363521.39,4718413709.8823,extracted
utt-amis,Bond Fund,2026-01-05,121.6547,121.6547,121.6547,1098416465303.19,9028967912.3316,extracted
utt-amis,Umoja Fund,2026-01-02,1273.0163,1273.0163,1260.2861,424929302919.257,333797233.2023,extracted
utt-amis,Wekeza Maisha Fund,2026-01-02,1123.0151,1123.0151,1100.5548,30233112962.0706,26921377.1911,extracted
utt-amis,Watoto Fund,2026-01-02,830.955,830.955,822.6454,40699096340.1115,48978700.8309,extracted
utt-amis,Jikimu Fund,2026-01-02,196.984,196.984,193.0443,46958125796.013,238385480.8631,extracted
utt-amis,Liquid Fund,2026-01-02,489.8827,489.8827,489.8827,2305132754518.84,4705479365.2125,extracted
utt-amis,Bond Fund,2026-01-02,121.552,121.552,121.552,1095873340106.84,9015672523.9915,extracted
utt-amis,Umoja Fund,2025-12-31,1267.5602,1267.5602,1254.8846,423247456732.07,333907171.816,extracted
utt-amis,Wekeza Maisha Fund,2025-12-31,1121.3202,1121.3202,1098.8938,30165154017.118,26901462.277,extracted
utt-amis,Watoto Fund,2025-12-31,829.707,829.707,821.4099,40568673717.133,48895180.0358,extracted
utt-amis,Jikimu Fund,2025-12-31,199.5679,199.5679,195.5766,47753135309.8364,239282636.6806,extracted
utt-amis,Liquid Fund,2025-12-31,489.5923,489.5923,489.5923,2307807292757.43,4713733191.3784,extracted
utt-amis,Bond Fund,2025-12-31,122.4827,122.4827,122.4827,1104811359034.15,9020140187.2442,extracted
utt-amis,Umoja Fund,2025-12-30,1263.5027,1263.5027,1250.8677,421972379689.484,333970298.6954,extracted
utt-amis,Wekeza Maisha Fund,2025-12-30,1116.4394,1116.4394,1094.1106,29922081838.7116,26801349.1053,extracted
utt-amis,Watoto Fund,2025-12-30,828.6764,828.6764,820.3897,40465796667.7637,48831842.2838,extracted
utt-amis,Jikimu Fund,2025-12-30,199.299,199.299,195.313,47579560249.3561,238734548.8941,extracted
utt-amis,Liquid Fund,2025-12-30,489.463,489.463,489.463,2307214586593.72,4713766863.2013,extracted
utt-amis,Bond Fund,2025-12-30,122.4486,122.4486,122.4486,1104894550471.74,9023332416.6385,extracted
utt-amis,Umoja Fund,2025-12-29,1256.7458,1256.7458,1244.1784,419504070891.355,333801843.5127,extracted
utt-amis,Wekeza Maisha Fund,2025-12-29,1114.1297,1114.1297,1091.8471,29752866929.779,26705029.7403,extracted
utt-amis,Watoto Fund,2025-12-29,826.991,826.991,818.7211,40259580411.5167,48682005.5626,extracted
utt-amis,Jikimu Fund,2025-12-29,198.7403,198.7403,194.7655,47355199364.8848,238276833.707,extracted
utt-amis,Liquid Fund,2025-12-29,489.3137,489.3137,489.3137,2298605860305.33,4697612031.33,extracted
utt-amis,Bond Fund,2025-12-29,122.4141,122.4141,122.4141,1102751585621.92,9008372867.2981,extracted
utt-amis,Umoja Fund,2025-12-24,1249.6127,1249.6127,1237.1165,417005577475.145,333707865.2742,extracted
utt-amis,Wekeza Maisha Fund,2025-12-24,1111.0186,1111.0186,1088.7982,29634256066.608,26673052.3656,extracted
utt-amis,Watoto Fund,2025-12-24,824.4104,824.4104,816.1663,40094372051.0403,48633997.5105,extracted
utt-amis,Jikimu Fund,2025-12-24,198.1533,198.1533,194.1902,47156683081.3879,237980868.8236,extracted
utt-amis,Liquid Fund,2025-12-24,488.5911,488.5911,488.5911,2286519631737.6,4679822808.6375,extracted
utt-amis,Bond Fund,2025-12-24,122.2433,122.2433,122.2433,1099708961164.33,8996065635.5593,extracted
utt-amis,Umoja Fund,2025-12-23,1245.1015,1245.1015,1232.6505,415475252727.874,333687857.6803,extracted
utt-amis,Wekeza Maisha Fund,2025-12-23,1109.682,1109.682,1087.4883,29525930500.2366,26607560.6378,extracted
utt-amis,Watoto Fund,2025-12-23,823.2107,823.2107,814.9786,39993752861.8536,48582642.9913,extracted
utt-amis,Jikimu Fund,2025-12-23,197.9081,197.9081,193.95,47014771565.178,237558572.3141,extracted
utt-amis,Liquid Fund,2025-12-23,488.4452,488.4452,488.4452,2284096222145.37,4676258692.3707,extracted
utt-amis,Bond Fund,2025-12-23,122.2091,122.2091,122.2091,1098762060832.95,8990837145.3368,extracted
utt-amis,Umoja Fund,2025-12-22,1238.768,1238.768,1226.3804,413396917582.594,333716164.5582,extracted
utt-amis,Wekeza Maisha Fund,2025-12-22,1108.0399,1108.0399,1085.8791,29415080321.7571,26546951.071,extracted
utt-amis,Watoto Fund,2025-12-22,821.674,821.674,813.4573,39831606764.436,48476168.1216,extracted
utt-amis,Jikimu Fund,2025-12-22,197.5847,197.5847,193.633,46864860167.327,237188737.5442,extracted
utt-amis,Liquid Fund,2025-12-22,488.3008,488.3008,488.3008,2258538317346.29,4625301383.2888,extracted
utt-amis,Bond Fund,2025-12-22,122.1747,122.1747,122.1747,1095611930317.45,8967582128.5661,extracted
utt-amis,Umoja Fund,2025-12-19,1235.7073,1235.7073,1223.3502,412278649854.765,333637793.9631,extracted
utt-amis,Wekeza Maisha Fund,2025-12-19,1106.6414,1106.6414,1084.5086,29327241054.8385,26501124.2869,extracted
utt-amis,Watoto Fund,2025-12-19,820.562,820.562,812.3564,39724181798.4058,48410945.7337,extracted
utt-amis,Jikimu Fund,2025-12-19,197.3206,197.3206,193.3742,46765912390.4776,237004745.0973,extracted
utt-amis,Liquid Fund,2025-12-19,487.824,487.824,487.824,2264525875595.72,4642096369.4996,extracted
utt-amis,Bond Fund,2025-12-19,122.0723,122.0723,122.0723,1094068878501.09,8962464111.7042,extracted
utt-amis,Umoja Fund,2025-12-18,1237.3233,1237.3233,1224.9501,412763651084.289,333594004.8615,extracted
